Unnamed: 0,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,22/01/1900,extra che mi vengono in mente ma non sono importatini per la tavola prospect al momento (anche se potrebbero comparire come variabili nella descrizione volendo),Unnamed: 24,Unnamed: 25,Unnamed: 26,ancoraggio,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,NOTE PER L'UFFICIO TECNICO,Unnamed: 33,Unnamed: 34,Unnamed: 35
xa202,,420 x 312x363,84-144,>3,737 x 579,38.5,,scivolo/slide,300x55.5x162,ponte/bridge,78.3,,"COMPOSTA DA:
 

- montanti in legno bilamellare sez. cm 9x9 + staffa al suolo
- pianali cm 88x88 in massello sp. mm 33
- scala legno con gradini antiscivolo h cm 84, doppio corrimano
- tetti cupola in polietilene stampo rotazionale
- parapetto balconcino in polietilene stampo rotazionale
- scivoli h cm 84 + h cm 144 in polietilene stampo rotazionale
- il polietilene è riciclabile al 100%
- sagoma arco in polietilene stampo rotazionale
- ponte travetti mobili sp. mm 33 con corde trefoli mm 16 
- panchina 
- kit bulloneria zincata per assemblaggio ","COMPOSED OF:
 
- Glulam two-layer struts: cross section 9x9 cm + ground bracket
- 88x88 cm solid wood platforms: 33 mm thick
- set of non-slip steps, h 84 cm, double handrail
- roof domes made of rotationally-moulded polyethylene
- rotationally-moulded polyethylene parapet balconies
- rotationally-moulded polyethylene slides: h 84 cm + h 144 cm
- rotationally-moulded polyethylene arch shapes
- polyethylene is 100% recyclable
- bridge with mobile joists, 33 mm thick with 16 mm twisted ropes 
- bench
- kit with galvanised bolts for assembly ",,"Legno trattato, Polietilene, Acciaio",,EN-1176,12,,,,strutture combinate,Aladin,https://sketchfab.com/models/f536c086615e4584bdd39493865f36db/embed,,,,,,,AGGIORNATO,,,xa202
xa202alu,,414 x 312x363,84-144,>3,737 x 579,38.5,,scivolo/slide,300x55.5x162,ponte/bridge,78.3,,"COMPOSTA DA:
 
- montanti in lega di alluminio EN A W - 6060 sez. cm 9x9
- pianali cm 88x88 polietilene rotazionale, telaio alluminio
- rampa h cm 84 in polietilene stampo rotazionale 
- tetti cupola in polietilene stampo rotazionale
- parapetto balconcino in polietilene stampo rotazionale
- scivoli h cm 84 + h cm 144 in polietilene stampo rotazionale
- il polietilene è riciclabile al 100%
- sagoma arco in polietilene stampo rotazionale
- ponte travetti mobili sp. mm 33 con corde trefoli mm 16 
- panchina 
- kit bulloneria zincata per assemblaggio ","COMPOSED OF:
 
- EN A W - 6060 aluminium struts: cross section 9x9 cm
- 88x88 cm rotationally-moulded polyethylene platforms, aluminium frame
- rotationally-moulded polyethylene ramp h 84 cm 
- roof domes made of rotationally-moulded polyethylene
- rotationally-moulded polyethylene parapet balconies
- rotationally-moulded polyethylene slides: h 84 cm + h 144 cm
- rotationally-moulded polyethylene arch shapes
- polyethylene is 100% recyclable
- bridge with mobile joists, 33 mm thick with 16 mm twisted ropes 
- bench
- kit with galvanised bolts for assembly ",,"Polietilene, Alluminio, Acciaio",,EN-1176,12,,,,strutture combinate,Aladin,https://sketchfab.com/models/18771fe29e324d5ab75f1393551a529b/embed,,,,,,,AGGIORNATO,,,xa202 alu
xa203p,,675 x 444x363,84-144-198,>3,10057 x 694,55,,scivolo/slide,300x55.5x162,ponte/bridge,78.3,,"COMPOSTA DA:

- montanti in legno bilamellare sez. cm 9x9 + staffa al suolo
- pianali cm 88x88 in massello sp. mm 33
- scala in legno con gradini antiscivolo h cm 84 + h cm 144, doppio corrimano
- tetti cupola in polietilene stampo rotazionale
- parapetto balconcino in polietilene stampo rotazionale
- scivoli h cm 84 + h cm 144 in polietilene stampo rotazionale 
- sagome arco in polietilene stampo rotazionale
- il polietilene è riciclabile al 100%
- ponte travetti mobili sp. mm 33 con corde trefoli mm 16 
- palestrina con sartia / fune / spalliera a pioli
- panchina 
- kit bulloneria zincata per assemblaggio ","COMPOSED OF:
 
- Glulam two-layer struts: cross section 9x9 cm + ground bracket
- 88x88 cm solid wood platforms: 33 mm thick
- sets of non-slip steps, h 84 cm + h 144 cm, double handrail
- roof domes made of rotationally-moulded polyethylene
- rotationally-moulded polyethylene parapet balconies
- rotationally-moulded polyethylene slides: h 84 cm + h 144 cm
- rotationally-moulded polyethylene arch shapes
- polyethylene is 100% recyclable
- bridge with mobile joists, 33 mm thick with 16 mm twisted ropes 
- gym with climbing net/rope/ladder
- bench
- kit with galvanised bolts for assembly ",,"Legno trattato, Polietilene, Acciaio",,EN-1176,17,,,,strutture combinate,Aladin,https://sketchfab.com/models/c4895e14f6bf467c9e044ef6e6f7ce5f/embed,,,,,,,AGGIORNATO,,,xa203p
xa203palu,,675 x 444x363,84-144-198,>3,1005 x 694,55,,scivolo/slide,300x55.5x162,ponte/bridge,78.3,,"COMPOSTA DA:
 
- montanti in lega di alluminio EN A W - 6060 sez. cm 9x9
- pianali cm 88x88 polietilene rotazionale, telaio alluminio
- rampa h cm 84 in polietilene stampo rotazionale 
- tetti cupola in polietilene stampo rotazionale
- parapetto balconcino in polietilene stampo rotazionale
- scivoli h cm 84 + h cm 144 in polietilene stampo rotazionale
- il polietilene è riciclabile al 100%
- sagoma arco in polietilene stampo rotazionale
- ponte travetti mobili sp. mm 33 con corde trefoli mm 16 
- panchina 
- kit bulloneria zincata per assemblaggio 
- palestrina con sartia/ fune / spalliera a pioli","COMPOSED OF:
 
- uprights in aluminium alloy EN A W - 6060 sect. cm 9x9
- platforms 88x88 cm rotational-moulded polyethylene, aluminium frame
- ramp h cm 84 in rotational-moulded polyethylene 
- dome roofs in rotational-moulded polyethylene
- balcony parapet in rotational-moulded polyethylene
- slides h cm 84 + h cm 144 in rotationally-moulded polyethylene
- polyethylene is 100% recyclable
- arch shape in rotational-moulded polyethylene
- bridge mobile beams thickness mm 33 with strands ropes mm 16 
- bench 
- galvanised hardware kit for assembly 
- gymnasium with rigging/rope/ peg board
",,"Polietilene, Acciaio",,EN-1176,17,,,,strutture combinate,Aladin,https://sketchfab.com/models/9a0a34bed3164767ba73ca14fcca1288/embed,,,,,,,AGGIORNATO,,,xa203p alu
xa203rp,,670 x 396x363,198,>3,1000 x 646,52,,scivolo/slide,300x55.5x162,ponte/bridge,78.3,,"COMPOSTA DA:

- montanti in legno bilamellare sez. cm 9x9 + staffa al suolo
- pianali cm 88x88 in massello sp. mm 33
- scala in legno con gradini antiscivolo h cm 84 + h cm 144, doppio corrimano
- tetti cupola in polietilene stampo rotazionale
- parapetto balconcino in polietilene stampo rotazionale
- scivoli h cm 84 + h cm 144 in polietilene stampo rotazionale 
- sagome arco in polietilene stampo rotazionale
- il polietilene è riciclabile al 100%
- ponte travetti mobili sp. mm 33 con corde trefoli mm 16 
- palestrina con sartia / fune / spalliera a pioli
- panchina
- kit bulloneria zincata per assemblaggio ","COMPOSED OF:
 
- Glulam two-layer struts: cross section 9x9 cm + ground bracket
- 88x88 cm solid wood platforms: 33 mm thick
- sets of non-slip steps, h 84 cm + h 144 cm, double handrail
- roof domes made of rotationally-moulded polyethylene
- rotationally-moulded polyethylene parapet balconies
- rotationally-moulded polyethylene slides: h 84 cm + h 144 cm
- rotationally-moulded polyethylene arch shapes
- polyethylene is 100% recyclable
- bridge with mobile joists, 33 mm thick with 16 mm twisted ropes 
- gym with climbing net/rope/ladder
- HPL bench: 15 mm thick, bevelled
- kit with galvanised bolts for assembly ",,"Legno trattato, Polietilene, Acciaio",,EN-1176,16,,,,strutture combinate,Aladin,https://sketchfab.com/models/f182a96e473445d08d00cb5db68a6906/embed,,,,,,,AGGIORNATO,,,xa203rp
xa205,,456 x 234x363,84-144,> 3,656 x 534,"30,25",,scivolo/slide,300x55.5x162,scivolo/slide,32.4,,"COMPOSTA DA:
 
- montanti in legno bilamellare sez. cm 9x9 + staffa al suolo
- pianali cm 88x88 in massello sp. mm 33
- rampa h cm 84 in polietilene stampo rotazionale
- tetto cupola in polietilene stampo rotazionale
- parapetti balconcino in polietilene stampo rotazionale 
- scivoli h cm 84 + h cm 144 in polietilene stampo rotazionale
- sagome arco in polietilene stampo rotazionale
- il polietilene è riciclabile al 100%
- kit bulloneria zincata per assemblaggio ","COMPOSED OF:
 
- Glulam two-layer struts: cross section 9x9 cm + ground bracket
- 88x88 cm solid wood platform: 33 mm thick
- rotationally-moulded polyethylene ramp: h 84 cm
- roof dome made of rotationally-moulded polyethylene
- rotationally-moulded polyethylene parapet balconies 
- rotationally-moulded polyethylene slides: h 84 cm + h 144 cm
- rotationally-moulded polyethylene arch shapes
- polyethylene is 100% recyclable
- kit with galvanised bolts for assembly ",,"Legno trattato, Polietilene, Acciaio",,EN-1176,9,,,,strutture combinate,Aladin,https://sketchfab.com/models/cfcaeed034e84d84918a14b15f75e79c/embed,,,,,,,AGGIORNATO,,,xa205
xa205ra,,568 x 455x363,84-144,>3,761 x 656,41.5,,scivolo/slide,300x55.5x162,scivolo/slide,32.4,,"COMPOSTA DA:

- montanti in legno bilamellari sez. cm 9x9 + staffa al suolo
- pianali cm 88x88 in massello sp. mm 33
- rampa h cm 84 in polietilene stampo rotazionale
- tetto cupola in polietilene stampo rotazionale
- parapetti balconcini in polietilene stampo rotazionale
- scivoli h cm 84 + h cm 144 in polietilene stampo rotazionale
- sagome arco in polietilene stampo rotazionale
- il polietilene è riciclabile al 100%
- panchina
- altalena monoposto gabbia/tavoletta/palmetta
- kit bulloneria zincata per assemblaggio ","COMPOSED OF:
 
- Glulam two-layer struts: cross section 9x9 cm + ground bracket
- 88x88 cm solid wood platforms: 33 mm thick
- rotationally-moulded polyethylene ramp: h 84 cm
- roof dome made of rotationally-moulded polyethylene
- rotationally-moulded polyethylene parapet balconies
- rotationally-moulded polyethylene slides: h 84 cm + h 144 cm
- rotationally-moulded polyethylene arch shapes 
- single-seater swing available with seats: cage/plank/palm 
- bench
- kit with galvanised bolts for assembly ",,"Legno trattato, Polietilene, Acciaio",,EN-1176,10,,,,strutture combinate,Aladin,https://sketchfab.com/models/ca35abea88e84822bf55921cad25f7b6/embed,,,,,,,AGGIORNATO - 3D SISTEMATO ANDRES,,,xa205ra
xa205raalu,,568 x 455x363,84-144,>3,761 x 656,41.5,,scivolo/slide,300x55.5x162,scivolo/slide,32.4,,"COMPOSTA DA:

- montanti in lega di alluminio EN AW 6060    sez. cm 9x9 
- pianali cm 88x88 in polietilene 
- rampa h cm 84 in polietilene stampo rotazionale
- tetto cupola in polietilene stampo rotazionale
- parapetti balconcini in polietilene stampo rotazionale
- scivoli h cm 84 + h cm 144 in polietilene stampo rotazionale
- sagome arco in polietilene stampo rotazionale
- il polietilene è riciclabile al 100%
- panchina 
- altalena monoposto gabbia/tavoletta/palmetta
- kit bulloneria zincata per assemblaggio ","COMPOSED OF:
 
- Glulam two-layer struts: cross section 9x9 cm 
made of EN AW 6060
- 88x88 cm polyethylene  platforms
- rotationally-moulded polyethylene ramp: h 84 cm
- roof dome made of rotationally-moulded polyethylene
- rotationally-moulded polyethylene parapet balconies
- rotationally-moulded polyethylene slides: h 84 cm + h 144 cm
- rotationally-moulded polyethylene arch shapes
- polyethylene is 100% recyclable 
- single-seater swing available with seats: cage/plank/palm 
- bench
- kit with galvanised bolts for assembly ",,"Alluminio, Polietilene",,EN-1176,10,,,,strutture combinate,Aladin,https://sketchfab.com/models/13dbc572111241e1adee32c4e20ee2e2/embed,,,,,,,AGGIORNATO,,,xa205ra alu
xa205rp,,489 x 456x363,84-144-198,> 3,821 x 656,44,,scivolo/slide,300x55.5x162,scivolo/slide,32.4,,"COMPOSTA DA:
 
- montanti in legno bilamellare sez. cm 9x9 + staffa al suolo
- pianali cm 88x88 in massello sp. mm 33
- rampa h cm 84 in polietilene stampo rotazionale
- tetto cupola in polietilene stampo rotazionale
- parapetto balconcino in polietilene stampo rotazionale
- scivoli h cm 84 + h  cm 144 in polietilene stampo rotazionale
- sagome arco in polietilene a stampo unico rotazionale 
- palestrina con sartia / fune / spalliera a pioli
- panchina
- kit bulloneria zincata per assemblaggio ","COMPOSED OF:
 
- Glulam two-layer struts: cross section 9x9 cm + ground bracket
- 88x88 cm solid wood platforms: 33 mm thick
- rotationally-moulded polyethylene ramp: h 84 cm
- roof dome made of rotationally-moulded polyethylene
- rotationally-moulded polyethylene parapet balconies
- rotationally-moulded polyethylene slides: h 84 cm + h 144 cm
- rotationally-moulded polyethylene arch shapes 
- polyethylene is 100% recyclable
- gym with climbing net/rope/ladder
- HPL bench: 15 mm thick, bevelled
- kit with galvanised bolts for assembly ",,"Legno trattato, Polietilene, Acciaio",,EN-1176,14,,,,strutture combinate,Aladin,https://sketchfab.com/models/3831f2ce53624692a7468a8a5743926e/embed,,,,,,,AGGIORNATO,,,xa205rp
xa205alu,,456 x 234x363,84-144,> 3,656 x 534,"30,25",,scivolo/slide,300x55.5x162,scivolo/slide,32.4,,"COMPOSTA DA:

- montanti in alluminio sez. cm 9x9 EN A W - 6060
- pianali cm 88x88 in polietilene
- rampa h cm 84 in polietilene stampo rotazionale
- tetto cupola in polietilene stampo rotazionale
- parapetti balconcino in polietilene stampo rotazionale
- scivoli h cm 144 e h cm 84 in polietilene stampo rotazionale
- sagome arco in polietilene stampo rotazionale
- il polietilene è riciclabile al 100% 
- kit bulloneria zincata per assemblaggio in tappi plastici","COMPOSED OF:

- aluminium struts: cross section 9x9 cm made of EN A W - 6060
- 88x88 cm polyethylene  platforms
- rotationally-moulded polyethylene ramp: h 84 cm 
- roof made of rotationally-moulded polyethylene
- rotationally-moulded polyethylene parapet balconies
- 2 rotationally-moulded polyethylene slides: h 84 cm + h 144 cm
- rotationally-moulded polyethylene arch shapes
- polyethylene is 100% recyclable
- kit with galvanised bolts for assembly ",,"Polietilene, Alluminio",,,,,,,strutture combinate,Aladin,https://sketchfab.com/models/13e6160f4dca46858491e27ee8f8253f/embed,,,,,,,AGGIORNATO,,,xa205alu
xa205rp,,489x456x363,84-144-198,>3,656x821,44,,scivolo/slide,300x55.5x162,scivolo/slide,32.4,,"COMPOSTA DA:
 
- montanti in alluminio sez. cm 9x9 EN A W - 6060
- pianali cm 88x88 in polietilene
- rampa h cm 84 in polietilene stampo rotazionale
- tetto cupola in polietilene stampo rotazionale
- parapetto balconcino in polietilene stampo rotazionale
- scivoli h cm 84 + h  cm 144 in polietilene stampo rotazionale
- sagome arco in polietilene a stampo unico rotazionale 
- palestrina con sartia / fune / spalliera a pioli
- panchina
- kit bulloneria zincata per assemblaggio ","COMPOSED OF:
 
- aluminium struts: cross section 9x9 cm made of EN A W - 6060
- 88x88 cm polyethylene platforms
- rotationally-moulded polyethylene ramp: h 84 cm
- roof dome made of rotationally-moulded polyethylene
- rotationally-moulded polyethylene parapet balconies
- rotationally-moulded polyethylene slides: h 84 cm + h 144 cm
- rotationally-moulded polyethylene arch shapes 
- polyethylene is 100% recyclable
- gym with climbing net/rope/ladder
- bench
- kit with galvanised bolts for assembly",,"Polietilene, Legno trattato",,EN-1176,9,,,,strutture cmbinate,Aladin,https://sketchfab.com/models/3831f2ce53624692a7468a8a5743926e/embed,,,,,,,AGGIORNATO,,,xa205rp
xa205rpalu,,489x456x363,84-144-198,>3,656x821,44,,scivolo/slide,300x55.5x162,scivolo/slide,32.4,,"COMPOSTA DA:
 
- montanti in alluminio sez. cm 9x9 EN A W - 6060
- pianali cm 88x88 in polietilene
- rampa h cm 84 in polietilene stampo rotazionale
- tetto cupola in polietilene stampo rotazionale
- parapetto balconcino in polietilene stampo rotazionale
- scivoli h cm 84 + h  cm 144 in polietilene stampo rotazionale
- sagome arco in polietilene a stampo unico rotazionale 
- palestrina con sartia / fune / spalliera a pioli
- panchina
- kit bulloneria zincata per assemblaggio ","COMPOSED OF:
 
- aluminium struts: cross section 9x9 cm made of EN A W - 6060
- 88x88 cm polyethylene platforms
- rotationally-moulded polyethylene ramp: h 84 cm
- roof dome made of rotationally-moulded polyethylene
- rotationally-moulded polyethylene parapet balconies
- rotationally-moulded polyethylene slides: h 84 cm + h 144 cm
- rotationally-moulded polyethylene arch shapes 
- polyethylene is 100% recyclable
- gym with climbing net/rope/ladder
- bench
- kit with galvanised bolts for assembly ",,"Polietilene, Alluminio",,EN-1176,9,,,,strutture combinate,Aladin,https://sketchfab.com/models/e742f15bc1794a73a6db1e3bb62423c9/embed,,,,,,,AGGIORNATO,,,xa205rp alu
xre80alu,,231 x 152x176,84,2-6,460 x 481,22,,scivolo/slide,175x55.5x102,pedana/platform,30,,"COMPOSTA DA:

- montanti in alluminio sez. com 9x9 EN A W - 6060
- pianali in alluminio e polietilene
- rampa h cm 84 in polietilene stampo rotazionale
- parapetto balconcino in polietilene stampo rotazionale
- scivolo h cm 84 in polietilene stampo rotazionale 
- sagome arco in polietilene stampo rotazionale
- il polietilene è riciclabile al 100%
- kit bulloneria zincata per assemblaggio","COMPOSED OF:
 
- 4 aluminium struts: cross section 9x9 cm made of EN A W - 6060
- 88x88 cm hpl laminate platforms: thickness 15 mm
- rotationally-moulded polyethylene ramp: h 84 cm
- rotationally-moulded polyethylene parapet balconies
- rotationally-moulded polyethylene slide: h 84 cm
- rotationally-moulded polyethylene arch shapes
- polyethylene is 100% recyclable
- kit with galvanised bolts for assembly ",,"Polietilene, Acciaio",,EN-1176,4,,,,strutture combinate,Aladin,https://sketchfab.com/models/8b09711aebd444409468e97cbb9efb17/embed,,,,,,,AGGIORNATO,,,xre80alu
xre80,,231 x 152x176,84,2-6,460 x 481,22,,scivolo/slide,175x55.5x102,pedana/platform,30,,"COMPOSTA DA:

- montanti in legno bilamellare sez. cm 9x9 + staffa al suolo
- pianale cm 88x88 in massello sp. mm 33
- rampa h cm 84 in polietilene stampo rotazionale
- parapetto balconcino in polietilene stampo rotazionale
- scivolo h cm 84 in polietilene stampo rotazionale 
- sagome arco in polietilene stampo rotazionale
- il polietilene è riciclabile al 100%
- kit bulloneria zincata per assemblaggio ","COMPOSED OF:
 
- Glulam two-layer struts: cross section 9x9 cm + ground bracket
- 88x88 cm solid wood platform: 33 mm thick
- rotationally-moulded polyethylene ramp: h 84 cm
- rotationally-moulded polyethylene parapet balconies
- rotationally-moulded polyethylene slide: h 84 cm
- rotationally-moulded polyethylene arch shapes
- polyethylene is 100% recyclable
- kit with galvanised bolts for assembly ",,"Legno trattato, Polietilene, Acciaio",,EN-1176,4,,,,strutture combinate,Aladin,https://sketchfab.com/models/ea95dc90cc88463baf605e60ba1ca99d/embed,,,,,,,AGGIORNATO,,,xre80
xre144,,312 x 172x235,144,> 3,562 x 472,26,,scivolo/slide,300x55.5x162,scivolo/slide,32.4,,"COMPOSTA DA:

- montanti in legno bilamellare sez. cm 9x9 + staffa al suolo
- pianale cm 88x88 in massello sp. mm 33
- rampa h cm 144 in polietilene stampo rotazionale
- parapetto balconcino in polietilene stampo rotazionale
- scivolo h cm 144 in polietilene stampo rotazionale 
- sagome arco in polietilene stampo rotazionale
- il polietilene è riciclabile al 100%
- kit bulloneria zincata per assemblaggio ","COMPOSED OF:
 
- Glulam two-layer struts: cross section 9x9 cm + ground bracket
- 88x88 cm solid wood platform: 33 mm thick
- rotationally-moulded polyethylene ramp: h 144 cm
- rotationally-moulded polyethylene parapet balconies
- rotationally-moulded polyethylene slide: h 144 cm
- rotationally-moulded polyethylene arch shapes
- polyethylene is 100% recyclable
- kit with galvanised bolts for assembly ",,"Legno trattato, Polietilene, Acciaio",,EN-1176,4,,,,strutture combinate,Aladin,https://sketchfab.com/models/3ea5dd10b65a4e018ac395b68653d1c1/embed,,,,,,,AGGIORNATO,,,xre144
xa480,,310 x 167x303,<100,> 3,560 x 466,25,,scivolo/slide,175x55.5x102,pedana/platform,30,,"COMPOSTA DA:


- montanti in legno bilamellare sez. cm 9x9 + staffa al suolo
- pianali in h cm 32, cm 49, cm 64 e cm 84 in massello sp. mm 33
- parapetti balconcino in polietilene stampo rotazionale
- scivolo h cm 84 in polietilene stampo rotazionale
- sagoma arco in polietilene stampo rotazionale
- pannello d' attività in polietilene stampo rotazionale
- il polietilene è riciclabile al 100%
- kit bulloneria zincata per assemblaggio ","COMPOSED OF:

- Glulam two-layer struts: cross section 9x9 cm + ground bracket
- four solid wood platforms, 33 mm thick: h 23 cm, 42 cm, 62 cm and 84 cm
- rotationally-moulded polyethylene parapet balconies
- rotationally-moulded polyethylene slide: h 84 cm
- rotationally-moulded polyethylene arch shape
- activity panel made of rotationally-moulded polyethylene
- polyethylene is 100% recyclable
- kit with galvanised bolts for assembly ",,"Legno trattato, Polietilene, Acciaio",,EN-1176,9,,,,strutture combinate,Aladin,https://sketchfab.com/models/aa6b81695e6d42d5b163b6eb52409881/embed,,,,,,,AGGIORNATO,,,xa480
xa480alu,,310 x 167x303,<100,> 3,560 x 466,25,,scivolo/slide,175x55.5x102,pedana/platform,30,,"COMPOSTA DA:


- montanti in alluminio sez. cm 9x9 EN A W - 6060
- pianali in h cm 32, cm 49, cm 64 e cm 84 polietilene e alluminio
- parapetti balconcino in polietilene stampo rotazionale
- scivolo h cm 84 in polietilene stampo rotazionale
- sagoma arco in polietilene stampo rotazionale
- pannello d' attività in polietilene stampo rotazionale
- il polietilene è riciclabile al 100%
- kit bulloneria zincata per assemblaggio ","COMPOSED OF:

- aluminium struts: cross section 9x9 cm made of EN A W - 6060
- four polyethylene platforms, 15 mm thick: h 23 cm, 42 cm, 62 cm and 84 cm
- rotationally-moulded polyethylene parapet balconies
- rotationally-moulded polyethylene slide: h 84 cm
- rotationally-moulded polyethylene arch shape
- activity panel made of rotationally-moulded polyethylene
- polyethylene is 100% recyclable
- kit with galvanised bolts for assembly ",,"Polietilene, Acciaio",,EN-1176,9,,,,strutture combinate,Aladin,https://sketchfab.com/models/1682c4e397684d2da81e90c30f2d8106/embed,,,,,,,AGGIORNATO,,,xa480alu
lineaoasis,,,<100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,linea oasis
xoa100,,573x462x446,144,> 3,780 x 664,"42,25",,,,,,,"COMPOSTA DA:


- piantoni diam. cm 12 in alluminio EN A W – 6060 profilati
- palme in polietilene a stampo unico rotazionale
- pianali triangolari h cm 42/63/84/114/144/168 in alluminio rivestito
- parapetti bam bou in polietilene a stampo unico rotazionale
- scivoli h cm 84 + h cm 144 in polietilene a stampo unico rotazionale
- scivolo tubo curvo h  cm 168, diametro cm 80, ad elementi in polietilene rotazionale
- pannelli sagomati in polietilene
- il polietilene è riciclabile al 100%
- kit bulloneria zincata per assemblaggio in tappi plastici","COMPOSED OF:

- profiled EN AW - 6060 aluminium struts: diameter 12 cm
- one-piece rotationally-moulded polyethylene palms
- coated aluminium triangular platforms: h 42/63/84/114/144/168 cm
- one-piece rotationally-moulded polyethylene bam bou parapets
- one-piece rotationally-moulded polyethylene slides: h 84 cm + h 144 cm
- curved tube slide, h 168 cm, diameter 80 cm, with rotationally-moulded polyethylene elements
- shaped panels with made of recyclable polyethylene
- polyethylene is 100% recyclable
- kit with galvanised bolts for assembly and plastic plugs",,"Alluminio, Polietilene",,EN-1176,15,,,24/04/2025,strutture combinate,Fun Oasis,https://sketchfab.com/models/d34dfbfbdd2941eaac5b7760bfb5df22/embed,,,,,,,YESICA,,,xoa100
xoa100l,,573x462x446,144,> 3,780 x 664,"42,25",,,,,,,"COMPOSTA DA:

- piantoni torniti in legno bilamellare diam. 12 + 
staffe al suolo
- palme in polietilene a stampo unico rotazionale
- pianali triangolari h cm 42/63/84/114/144/168 in HPL o PE
- parapetti bam bou in polietilene a stampo unico rotazionale
- scivoli h cm 84 + h cm 144 in polietilene a stampo unico rotazionale
- scivolo tubo curvo h  cm 168, diametro cm 80, ad elementi in polietilene rotazionale
- pannelli sagomati in polietilene
- oblò in policarbonato
- il polietilene è riciclabile al 100%
- kit bulloneria zincata per assemblaggio in tappi plastici","COMPOSED OF:

- Glulam two-layer turned struts: diameter 12 cm + ground brackets
- one-piece rotationally-moulded polyethylene palms
- HPL or PE triangular platforms: h 42/63/84/114/144/168 cm
- one-piece rotationally-moulded polyethylene bam bou parapets
- one-piece rotationally-moulded polyethylene slides: h 84 cm + h 144 cm
- curved tube slide, h 168 cm, diameter 80 cm, with rotationally-moulded polyethylene elements
- shaped panels with made of recyclable polyethylene
- polycarbonate porthole
- polyethylene is 100% recyclable
- kit with galvanised bolts for assembly and plastic plugs",,"Legno trattato, Polietilene",,EN-1176,15,,,24/04/2025,strutture combinate,Fun Oasis,https://sketchfab.com/models/b034a019cb2a4107942f35200f2044e4/embed,,,,,,,YESICA,,,xoa100l
xoa101l,,346x174x391,144,> 3,475 x 597,"26,25",,,,,,,"COMPOSTA DA:

- piantoni torniti in legno bilamellare diam. cm 12 + staffe al suolo
- palme in polietilene a stampo unico rotazionale
- pianale triangolare h cm 144 in multistrato antisdrucciolo sp. mm 21
- rampa h cm 144 in polietilene stampo rotazionale + maniglioni inox
- parapetto bam bou in polietilene a stampo unico rotazionale
- scivolo h cm 144 in polietilene a stampo unico rotazionale
- il polietilene è riciclabile al 100%
- kit bulloneria zincata per assemblaggio in tappi plastici","COMPOSED OF:

- Glulam two-layer turned struts: diameter 12 cm + ground brackets
- one-piece rotationally-moulded polyethylene palms
- non-slip plywood triangular platform: 21 mm thick
- rotationally-moulded polyethylene ramp: h 144 cm + stainless steel handgrips
- one-piece rotationally-moulded polyethylene bam bou parapet
- rotationally-moulded polyethylene slide: h 144 cm
- polyethylene is 100% recyclable
- kit with galvanised bolts for assembly and plastic plugs",,"Legno trattato, Polietilene, Acciaio inox",,EN-1176,4,,,24/04/2025,strutture combinate,Fun Oasis,https://sketchfab.com/models/d9287a71ae594575bffadfde17c9dd47/embed,,,,,,,YESICA,,,xoa101l
xoa100lt,,573x462x446,144,> 3,780 x 664,"42,25",,,,,,,"COMPOSTA DA:


- piantoni torniti in legno bilamellare diam. 12 + staffe al suolo
- tetto esagonale in multistrato con trattamento impermeabile
- pianali triangolari h cm 42/63/84/114/144/168 in HPL o PE
- parapetti bam bou in polietilene a stampo unico rotazionale
- scivoli h cm 84 + h cm 144 in polietilene a stampo unico rotazionale
- scivolo tubo curvo h  cm 168, diametro cm 80, ad elementi in polietilene rotazionale
- pannelli sagomati in polietilene
- oblò in policarbonato
- il polietilene è riciclabile al 100%
- kit bulloneria zincata per assemblaggio in tappi plastici","COMPOSED OF:


- Glulam two-layer turned struts: diameter 12 cm + ground brackets
- hexagonal plywood waterproof roof
- HPL or PE triangular platforms: h 42/63/84/114/144/168 cm
- one-piece rotationally-moulded polyethylene bam bou parapets
- one-piece rotationally-moulded polyethylene slides: h 84 cm + h 144 cm
- curved tube slide, h 168 cm, diameter 80 cm, with rotationally-moulded polyethylene elements
- shaped panels with made of recyclable polyethylene
- polycarbonate porthole
- polyethylene is 100% recyclable
- kit with galvanised bolts for assembly and plastic plugs",,"Legno trattato, Polietilene, Acciaio",,EN-1176,15,,,24/04/2025,strutture combinate,Fun Oasis,https://sketchfab.com/models/46abdadce039478f9b1737f21120f49d/embed,,,,,,,YESICA,,,xoa100lt
